Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) T,Coverage (%) Y,Coverage (%) Z,Coverage (%) I,Coverage (%) K,Area T,Area Y,Area Z,Area I,Area K,#Peptides,#Unique,#Spec T,#Spec Y,#Spec Z,#Spec I,#Spec K,PTM,Avg. Mass,Description
1162,6075,ENSMUST00000220045.1|ENSMUSG00000025366.8|OTTMUSG00000064819.2|OTTMUST00000157831.1|Esyt1-204|Esyt1|3409|retained_intron|,24.96,1,1,0,0,0,0,4.7362E5,,,,,1,1,2,0,0,0,0,,95029,ENSMUST00000220045.1|ENSMUSG00000025366.8|OTTMUSG00000064819.2|OTTMUST00000157831.1|Esyt1-204|Esyt1|3409|retained_intron|
489,3987,ENSMUSP00000040168.5|ENSMUST00000042732.5|ENSMUSG00000035764.5|OTTMUSG00000025766.1|OTTMUST00000063466.1|Fbxo45-201|Fbxo45|286,24.95,3,3,3,0,0,0,2.4221E6,5.74E6,,,,1,1,8,6,0,0,0,,30605,ENSMUSP00000040168.5|ENSMUST00000042732.5|ENSMUSG00000035764.5|OTTMUSG00000025766.1|OTTMUST00000063466.1|Fbxo45-201|Fbxo45|286
580,2131,ENSMUSP00000025723.8|ENSMUST00000025723.8|ENSMUSG00000024807.18|OTTMUSG00000032981.3|OTTMUST00000082238.1|Syvn1-201|Syvn1|561,24.94,1,1,1,0,0,0,3.06E6,8.8726E5,,,,1,1,8,3,0,0,0,,61447,ENSMUSP00000025723.8|ENSMUST00000025723.8|ENSMUSG00000024807.18|OTTMUSG00000032981.3|OTTMUST00000082238.1|Syvn1-201|Syvn1|561
580,2136,ENSMUSP00000121885.1|ENSMUST00000156550.7|ENSMUSG00000024807.18|OTTMUSG00000032981.3|OTTMUST00000082239.1|Syvn1-207|Syvn1|608,24.94,1,1,1,0,0,0,3.06E6,8.8726E5,,,,1,1,8,3,0,0,0,,66944,ENSMUSP00000121885.1|ENSMUST00000156550.7|ENSMUSG00000024807.18|OTTMUSG00000032981.3|OTTMUST00000082239.1|Syvn1-207|Syvn1|608
580,2137,ENSMUSP00000114843.1|ENSMUST00000138532.7|ENSMUSG00000024807.18|OTTMUSG00000032981.3|OTTMUST00000082235.1|Syvn1-204|Syvn1|612,24.94,1,1,1,0,0,0,3.06E6,8.8726E5,,,,1,1,8,3,0,0,0,,67329,ENSMUSP00000114843.1|ENSMUST00000138532.7|ENSMUSG00000024807.18|OTTMUSG00000032981.3|OTTMUST00000082235.1|Syvn1-204|Syvn1|612
580,5581,ENSMUSP00000118698.1|ENSMUST00000129081.7|ENSMUSG00000024807.18|OTTMUSG00000032981.3|OTTMUST00000082240.2|Syvn1-202|Syvn1|160,24.94,5,5,5,0,0,0,3.06E6,8.8726E5,,,,1,1,8,3,0,0,0,,18534,ENSMUSP00000118698.1|ENSMUST00000129081.7|ENSMUSG00000024807.18|OTTMUSG00000032981.3|OTTMUST00000082240.2|Syvn1-202|Syvn1|160
580,5588,ENSMUST00000235478.1|ENSMUSG00000024807.18|OTTMUSG00000032981.3|OTTMUST00000180800.1|Syvn1-208|Syvn1|3905|retained_intron|,24.94,3,3,3,0,0,0,3.06E6,8.8726E5,,,,1,1,8,3,0,0,0,,26545,ENSMUST00000235478.1|ENSMUSG00000024807.18|OTTMUSG00000032981.3|OTTMUST00000180800.1|Syvn1-208|Syvn1|3905|retained_intron|
580,5608,TCONS_00069629.p1,24.94,2,2,2,0,0,0,3.06E6,8.8726E5,,,,1,1,8,3,0,0,0,,46927,TCONS_00069629.p1   chr19:6047934-6050804(+)
1018,4377,ENSMUSP00000133775.3|ENSMUST00000174299.8|ENSMUSG00000039656.17|OTTMUSG00000037107.5|OTTMUST00000095538.3|Rxrb-207|Rxrb|520,24.93,2,0,2,0,0,0,,2.1865E5,,,,1,1,0,3,0,0,0,Oxidation (M),55866,ENSMUSP00000133775.3|ENSMUST00000174299.8|ENSMUSG00000039656.17|OTTMUSG00000037107.5|OTTMUST00000095538.3|Rxrb-207|Rxrb|520
1018,4378,ENSMUSP00000036585.8|ENSMUST00000044858.15|ENSMUSG00000039656.17|OTTMUSG00000037107.5|OTTMUST00000095534.2|Rxrb-201|Rxrb|524,24.93,2,0,2,0,0,0,,2.1865E5,,,,1,1,0,3,0,0,0,Oxidation (M),56309,ENSMUSP00000036585.8|ENSMUST00000044858.15|ENSMUSG00000039656.17|OTTMUSG00000037107.5|OTTMUST00000095534.2|Rxrb-201|Rxrb|524
1359,3016,ENSMUSP00000159017.1|ENSMUST00000239073.1|ENSMUSG00000020321.16|OTTMUSG00000005249.3|-|Mdh1-206|Mdh1|334,24.92,3,3,0,0,0,0,3.5082E5,,,,,1,1,1,0,0,0,0,,36511,ENSMUSP00000159017.1|ENSMUST00000239073.1|ENSMUSG00000020321.16|OTTMUSG00000005249.3|-|Mdh1-206|Mdh1|334
851,7451,ENSMUSP00000131904.1|ENSMUST00000171143.1|ENSMUSG00000040339.10|OTTMUSG00000007289.1|-|Fam102b-202|Fam102b|370,24.89,2,0,2,0,0,0,,1.6596E6,,,,1,1,0,5,0,0,0,,40193,ENSMUSP00000131904.1|ENSMUST00000171143.1|ENSMUSG00000040339.10|OTTMUSG00000007289.1|-|Fam102b-202|Fam102b|370
1476,6360,ENSMUST00000135040.7|ENSMUSG00000037935.16|OTTMUSG00000006455.1|OTTMUST00000014752.1|Smarce1-204|Smarce1|761|processed_transcript|,24.88,12,0,12,0,0,0,,9.226E4,,,,1,1,0,1,0,0,0,,8244,ENSMUST00000135040.7|ENSMUSG00000037935.16|OTTMUSG00000006455.1|OTTMUST00000014752.1|Smarce1-204|Smarce1|761|processed_transcript|
1476,7523,ENSMUSP00000099422.3|ENSMUST00000103133.3|ENSMUSG00000037935.16|OTTMUSG00000006455.1|OTTMUST00000014750.1|Smarce1-201|Smarce1|411,24.88,2,0,2,0,0,0,,9.226E4,,,,1,1,0,1,0,0,0,,46638,ENSMUSP00000099422.3|ENSMUST00000103133.3|ENSMUSG00000037935.16|OTTMUSG00000006455.1|OTTMUST00000014750.1|Smarce1-201|Smarce1|411
894,1847,ENSMUSP00000040956.3|ENSMUST00000040538.9|ENSMUSG00000038936.13|OTTMUSG00000021897.4|OTTMUST00000052000.1|Sccpdh-201|Sccpdh|429,24.88,3,0,3,0,0,0,,1.6098E5,,,,1,1,0,4,0,0,0,,47129,ENSMUSP00000040956.3|ENSMUST00000040538.9|ENSMUSG00000038936.13|OTTMUSG00000021897.4|OTTMUST00000052000.1|Sccpdh-201|Sccpdh|429
775,1600,ENSMUSP00000158500.1|ENSMUST00000235927.1|ENSMUSG00000048832.9|OTTMUSG00000073761.2|OTTMUST00000178981.1|Vps37c-203|Vps37c|352,24.88,2,2,0,0,0,0,2.1678E6,,,,,1,1,6,0,0,0,0,,38453,ENSMUSP00000158500.1|ENSMUST00000235927.1|ENSMUSG00000048832.9|OTTMUSG00000073761.2|OTTMUST00000178981.1|Vps37c-203|Vps37c|352
500,3210,TCONS_00118388.p1,24.88,1,1,1,0,1,1,5.3761E6,1.5614E6,,1.2537E6,1.1182E7,1,1,5,2,0,1,5,,67539,TCONS_00118388.p1   chr6:30748857-30826216(-)
500,3223,ENSMUSP00000126726.3|ENSMUST00000166192.6|ENSMUSG00000025607.15|OTTMUSG00000014455.3|OTTMUST00000034295.3|Copg2-208|Copg2|870,24.88,1,1,1,0,1,1,5.3761E6,1.5614E6,,1.2537E6,1.1182E7,1,1,5,2,0,1,5,,97551,ENSMUSP00000126726.3|ENSMUST00000166192.6|ENSMUSG00000025607.15|OTTMUSG00000014455.3|OTTMUST00000034295.3|Copg2-208|Copg2|870
500,3224,ENSMUSP00000038368.6|ENSMUST00000048774.12|ENSMUSG00000025607.15|OTTMUSG00000014455.3|-|Copg2-201|Copg2|871,24.88,1,1,1,0,1,1,5.3761E6,1.5614E6,,1.2537E6,1.1182E7,1,1,5,2,0,1,5,,97680,ENSMUSP00000038368.6|ENSMUST00000048774.12|ENSMUSG00000025607.15|OTTMUSG00000014455.3|-|Copg2-201|Copg2|871
752,3123,TCONS_00046124.p1,24.86,1,1,1,0,0,0,3.2552E6,1.8944E6,,,,1,1,4,2,0,0,0,,143727,TCONS_00046124.p1   chr14:118484333-118669052(-)
752,3128,ENSMUSP00000042186.6|ENSMUST00000036554.13|ENSMUSG00000032849.14|OTTMUSG00000069739.1|OTTMUST00000168682.1|Abcc4-201|Abcc4|1325,24.86,1,1,1,0,0,0,3.2552E6,1.8944E6,,,,1,1,4,2,0,0,0,,148888,ENSMUSP00000042186.6|ENSMUST00000036554.13|ENSMUSG00000032849.14|OTTMUSG00000069739.1|OTTMUST00000168682.1|Abcc4-201|Abcc4|1325
752,3643,TCONS_00046125.p1,24.86,1,1,1,0,0,0,3.2552E6,1.8944E6,,,,1,1,4,2,0,0,0,,117442,TCONS_00046125.p1   chr14:118484333-118629703(-)
752,3668,ENSMUSP00000129677.1|ENSMUST00000166646.1|ENSMUSG00000032849.14|OTTMUSG00000069739.1|-|Abcc4-202|Abcc4|1250,24.86,1,1,1,0,0,0,3.2552E6,1.8944E6,,,,1,1,4,2,0,0,0,,140209,ENSMUSP00000129677.1|ENSMUST00000166646.1|ENSMUSG00000032849.14|OTTMUSG00000069739.1|-|Abcc4-202|Abcc4|1250
1024,5679,ENSMUSP00000021450.4|ENSMUST00000021450.5|ENSMUSG00000021054.6|OTTMUSG00000065103.1|OTTMUST00000158661.1|Sgpp1-201|Sgpp1|430,24.86,2,2,0,0,0,0,2.8154E6,,,,,1,1,3,0,0,0,0,,47744,ENSMUSP00000021450.4|ENSMUST00000021450.5|ENSMUSG00000021054.6|OTTMUSG00000065103.1|OTTMUST00000158661.1|Sgpp1-201|Sgpp1|430
1166,15285,ENSMUST00000122451.1|ENSMUSG00000083841.1|OTTMUSG00000019389.1|OTTMUST00000046273.1|Gm1947-201|Gm1947|910|processed_pseudogene|,24.85,12,0,0,12,0,0,,,1.7517E5,,,1,1,0,0,2,0,0,,10368,ENSMUST00000122451.1|ENSMUSG00000083841.1|OTTMUSG00000019389.1|OTTMUST00000046273.1|Gm1947-201|Gm1947|910|processed_pseudogene|
722,7327,ENSMUSP00000107751.2|ENSMUST00000112123.3|ENSMUSG00000034321.14|OTTMUSG00000074215.1|OTTMUST00000180080.1|Exosc1-202|Exosc1|154,24.83,5,5,5,0,0,0,3.9844E5,7.7655E5,,,,1,1,3,4,0,0,0,,16794,ENSMUSP00000107751.2|ENSMUST00000112123.3|ENSMUSG00000034321.14|OTTMUSG00000074215.1|OTTMUST00000180080.1|Exosc1-202|Exosc1|154
722,7333,ENSMUSP00000074756.4|ENSMUST00000075280.11|ENSMUSG00000034321.14|OTTMUSG00000074215.1|OTTMUST00000180081.1|Exosc1-201|Exosc1|195,24.83,4,4,4,0,0,0,3.9844E5,7.7655E5,,,,1,1,3,4,0,0,0,,21424,ENSMUSP00000074756.4|ENSMUST00000075280.11|ENSMUSG00000034321.14|OTTMUSG00000074215.1|OTTMUST00000180081.1|Exosc1-201|Exosc1|195
1163,6117,ENSMUST00000123563.8|ENSMUSG00000001729.14|OTTMUSG00000020941.7|OTTMUST00000049503.2|Akt1-202|Akt1|803|retained_intron|,24.81,5,5,0,0,0,0,2.9532E6,,,,,1,1,2,0,0,0,0,,20127,ENSMUST00000123563.8|ENSMUSG00000001729.14|OTTMUSG00000020941.7|OTTMUST00000049503.2|Akt1-202|Akt1|803|retained_intron|
1163,6154,ENSMUSP00000122222.2|ENSMUST00000128300.8|ENSMUSG00000001729.14|OTTMUSG00000020941.7|OTTMUST00000049500.2|Akt1-205|Akt1|437,24.81,2,2,0,0,0,0,2.9532E6,,,,,1,1,2,0,0,0,0,,50981,ENSMUSP00000122222.2|ENSMUST00000128300.8|ENSMUSG00000001729.14|OTTMUSG00000020941.7|OTTMUST00000049500.2|Akt1-205|Akt1|437
1163,6158,ENSMUSP00000001780.3|ENSMUST00000001780.9|ENSMUSG00000001729.14|OTTMUSG00000020941.7|OTTMUST00000049495.4|Akt1-201|Akt1|480,24.81,2,2,0,0,0,0,2.9532E6,,,,,1,1,2,0,0,0,0,,55707,ENSMUSP00000001780.3|ENSMUST00000001780.9|ENSMUSG00000001729.14|OTTMUSG00000020941.7|OTTMUST00000049495.4|Akt1-201|Akt1|480
1032,4654,TCONS_00042765.p1,24.81,1,1,0,0,0,0,1.7374E5,,,,,1,1,3,0,0,0,0,,81060,TCONS_00042765.p1   chr14:99101144-99254211(+)
1032,4665,ENSMUSP00000022650.7|ENSMUST00000022650.8|ENSMUSG00000022064.10|OTTMUSG00000069553.1|OTTMUST00000168163.1|Pibf1-201|Pibf1|756,24.81,1,1,0,0,0,0,1.7374E5,,,,,1,1,3,0,0,0,0,,89560,ENSMUSP00000022650.7|ENSMUST00000022650.8|ENSMUSG00000022064.10|OTTMUSG00000069553.1|OTTMUST00000168163.1|Pibf1-201|Pibf1|756
1032,6503,ENSMUST00000228279.1|ENSMUSG00000022064.10|OTTMUSG00000069553.1|OTTMUST00000168166.1|Pibf1-205|Pibf1|1993|retained_intron|,24.81,3,3,0,0,0,0,1.7374E5,,,,,1,1,3,0,0,0,0,,29291,ENSMUST00000228279.1|ENSMUSG00000022064.10|OTTMUSG00000069553.1|OTTMUST00000168166.1|Pibf1-205|Pibf1|1993|retained_intron|
1032,6531,ENSMUST00000228598.1|ENSMUSG00000022064.10|OTTMUSG00000069553.1|OTTMUST00000168164.1|Pibf1-208|Pibf1|3976|retained_intron|,24.81,1,1,0,0,0,0,1.7374E5,,,,,1,1,3,0,0,0,0,,76856,ENSMUST00000228598.1|ENSMUSG00000022064.10|OTTMUSG00000069553.1|OTTMUST00000168164.1|Pibf1-208|Pibf1|3976|retained_intron|
838,1566,ENSMUSP00000098591.2|ENSMUST00000101029.3|ENSMUSG00000037679.9|OTTMUSG00000066008.1|OTTMUST00000160464.1|Inf2-201|Inf2|1271,24.81,1,1,0,0,0,0,4.2311E6,,,,,1,1,5,0,0,0,0,,138364,ENSMUSP00000098591.2|ENSMUST00000101029.3|ENSMUSG00000037679.9|OTTMUSG00000066008.1|OTTMUST00000160464.1|Inf2-201|Inf2|1271
838,1570,TCONS_00030329.p1,24.81,1,1,0,0,0,0,4.2311E6,,,,,1,1,5,0,0,0,0,,142353,TCONS_00030329.p1   chr12:112588773-112614923(+)
838,1658,TCONS_00030326.p1,24.81,1,1,0,0,0,0,4.2311E6,,,,,1,1,5,0,0,0,0,,74172,TCONS_00030326.p1   chr12:112600003-112605793(+)
838,1661,TCONS_00030328.p1,24.81,1,1,0,0,0,0,4.2311E6,,,,,1,1,5,0,0,0,0,,78706,TCONS_00030328.p1   chr12:112588773-112605852(+)
531,1852,ENSMUSP00000082046.4|ENSMUST00000084979.10|ENSMUSG00000030761.16|OTTMUSG00000017631.5|OTTMUST00000042818.3|Myo7a-201|Myo7a|2166,24.80,0,0,0,0,0,0,,2.9074E6,,4.7176E5,6.0133E5,1,1,0,6,0,3,4,,249761,ENSMUSP00000082046.4|ENSMUST00000084979.10|ENSMUSG00000030761.16|OTTMUSG00000017631.5|OTTMUST00000042818.3|Myo7a-201|Myo7a|2166
531,1853,ENSMUSP00000102739.1|ENSMUST00000107122.7|ENSMUSG00000030761.16|OTTMUSG00000017631.5|OTTMUST00000042819.1|Myo7a-202|Myo7a|2172,24.80,0,0,0,0,0,0,,2.9074E6,,4.7176E5,6.0133E5,1,1,0,6,0,3,4,,250323,ENSMUSP00000102739.1|ENSMUST00000107122.7|ENSMUSG00000030761.16|OTTMUSG00000017631.5|OTTMUST00000042819.1|Myo7a-202|Myo7a|2172
531,1857,ENSMUSP00000102745.1|ENSMUST00000107128.7|ENSMUSG00000030761.16|OTTMUSG00000017631.5|OTTMUST00000042817.1|Myo7a-204|Myo7a|2215,24.80,0,0,0,0,0,0,,2.9074E6,,4.7176E5,6.0133E5,1,1,0,6,0,3,4,,254936,ENSMUSP00000102745.1|ENSMUST00000107128.7|ENSMUSG00000030761.16|OTTMUSG00000017631.5|OTTMUST00000042817.1|Myo7a-204|Myo7a|2215
480,5663,ENSMUSP00000101966.1|ENSMUST00000106359.1|ENSMUSG00000042675.15|OTTMUSG00000022962.3|OTTMUST00000055249.2|Ypel3-204|Ypel3|83,24.79,10,10,10,0,0,0,7.6456E6,1.0072E7,,,,1,1,6,8,0,0,0,,9101,ENSMUSP00000101966.1|ENSMUST00000106359.1|ENSMUSG00000042675.15|OTTMUSG00000022962.3|OTTMUST00000055249.2|Ypel3-204|Ypel3|83
480,5664,ENSMUST00000231518.1|ENSMUSG00000022773.19|OTTMUSG00000023943.8|OTTMUST00000058609.1|Ypel1-204|Ypel1|2185|processed_transcript|,24.79,9,9,9,0,0,0,7.6456E6,1.0072E7,,,,1,1,6,8,0,0,0,,9687,ENSMUST00000231518.1|ENSMUSG00000022773.19|OTTMUSG00000023943.8|OTTMUST00000058609.1|Ypel1-204|Ypel1|2185|processed_transcript|
480,5667,ENSMUSP00000039760.7|ENSMUST00000035682.15|ENSMUSG00000022773.19|OTTMUSG00000023943.8|OTTMUST00000058608.2|Ypel1-201|Ypel1|118,24.79,7,7,7,0,0,0,7.6456E6,1.0072E7,,,,1,1,6,8,0,0,0,,13468,ENSMUSP00000039760.7|ENSMUST00000035682.15|ENSMUSG00000022773.19|OTTMUSG00000023943.8|OTTMUST00000058608.2|Ypel1-201|Ypel1|118
480,5668,ENSMUSP00000037332.5|ENSMUST00000038614.11|ENSMUSG00000042675.15|OTTMUSG00000022962.3|OTTMUST00000055247.1|Ypel3-201|Ypel3|119,24.79,7,7,7,0,0,0,7.6456E6,1.0072E7,,,,1,1,6,8,0,0,0,,13608,ENSMUSP00000037332.5|ENSMUST00000038614.11|ENSMUSG00000042675.15|OTTMUSG00000022962.3|OTTMUST00000055247.1|Ypel3-201|Ypel3|119
480,5669,ENSMUSP00000018571.4|ENSMUST00000018571.4|ENSMUSG00000018427.8|OTTMUSG00000001220.2|OTTMUST00000002443.1|Ypel2-201|Ypel2|119,24.79,7,7,7,0,0,0,7.6456E6,1.0072E7,,,,1,1,6,8,0,0,0,,13577,ENSMUSP00000018571.4|ENSMUST00000018571.4|ENSMUSG00000018427.8|OTTMUSG00000001220.2|OTTMUST00000002443.1|Ypel2-201|Ypel2|119
480,5670,ENSMUSP00000088231.2|ENSMUST00000090729.8|ENSMUSG00000034059.14|OTTMUSG00000013681.3|OTTMUST00000032825.2|Ypel4-201|Ypel4|127,24.79,6,6,6,0,0,0,7.6456E6,1.0072E7,,,,1,1,6,8,0,0,0,,14315,ENSMUSP00000088231.2|ENSMUST00000090729.8|ENSMUSG00000034059.14|OTTMUSG00000013681.3|OTTMUST00000032825.2|Ypel4-201|Ypel4|127
480,5671,ENSMUST00000106356.1|ENSMUSG00000042675.15|OTTMUSG00000022962.3|OTTMUST00000055253.1|Ypel3-202|Ypel3|785|protein_coding|,24.79,6,6,6,0,0,0,7.6456E6,1.0072E7,,,,1,1,6,8,0,0,0,,15994,ENSMUST00000106356.1|ENSMUSG00000042675.15|OTTMUSG00000022962.3|OTTMUST00000055253.1|Ypel3-202|Ypel3|785|protein_coding|
480,5672,ENSMUSP00000158907.1|ENSMUST00000239090.1|ENSMUSG00000022773.19|OTTMUSG00000023943.8|OTTMUST00000181996.1|Ypel1-208|Ypel1|152,24.79,5,5,5,0,0,0,7.6456E6,1.0072E7,,,,1,1,6,8,0,0,0,,17140,ENSMUSP00000158907.1|ENSMUST00000239090.1|ENSMUSG00000022773.19|OTTMUSG00000023943.8|OTTMUST00000181996.1|Ypel1-208|Ypel1|152
474,3201,TCONS_00051651.p1,24.78,3,3,3,0,3,3,1.6508E6,1.0071E6,,3.8666E6,1.853E6,1,1,3,2,0,7,2,,34106,TCONS_00051651.p1   chr15:98813373-98815947(-)
474,3204,ENSMUSP00000132499.1|ENSMUST00000168846.2|ENSMUSG00000067713.7|OTTMUSG00000070941.3|OTTMUST00000171506.2|Prkag1-201|Prkag1|330,24.78,2,2,2,0,2,2,1.6508E6,1.0071E6,,3.8666E6,1.853E6,1,1,3,2,0,7,2,,37520,ENSMUSP00000132499.1|ENSMUST00000168846.2|ENSMUSG00000067713.7|OTTMUSG00000070941.3|OTTMUST00000171506.2|Prkag1-201|Prkag1|330
474,5673,ENSMUST00000229544.1|ENSMUSG00000067713.7|OTTMUSG00000070941.3|OTTMUST00000171524.1|Prkag1-204|Prkag1|862|retained_intron|,24.78,6,6,6,0,6,6,1.6508E6,1.0071E6,,3.8666E6,1.853E6,1,1,3,2,0,7,2,,15609,ENSMUST00000229544.1|ENSMUSG00000067713.7|OTTMUSG00000070941.3|OTTMUST00000171524.1|Prkag1-204|Prkag1|862|retained_intron|
636,4750,ENSMUSP00000023867.6|ENSMUST00000023867.7|ENSMUSG00000023104.9|OTTMUSG00000055749.1|OTTMUST00000137952.1|Rfc2-201|Rfc2|349,24.78,2,2,2,0,0,0,3.8857E6,1.1127E7,,,,1,1,3,6,0,0,0,,38725,ENSMUSP00000023867.6|ENSMUST00000023867.7|ENSMUSG00000023104.9|OTTMUSG00000055749.1|OTTMUST00000137952.1|Rfc2-201|Rfc2|349
311,2117,TCONS_00019877,24.77,0,0,0,0,0,0,3.5654E6,7.6996E6,,1.3764E6,,1,1,9,12,0,3,0,,238026,TCONS_00019877
311,2129,ENSMUSP00000010421.6|ENSMUST00000010421.6|ENSMUSG00000010277.7|OTTMUSG00000000100.2|OTTMUST00000000333.1|2610507B11Rik-201|2610507B11Rik|2234,24.77,0,0,0,0,0,0,3.5654E6,7.6996E6,,1.3764E6,,1,1,9,12,0,3,0,,254467,ENSMUSP00000010421.6|ENSMUST00000010421.6|ENSMUSG00000010277.7|OTTMUSG00000000100.2|OTTMUST00000000333.1|2610507B11Rik-201|2610507B11Rik|2234
311,2570,TCONS_00019878.p1,24.77,1,1,1,0,1,0,3.5654E6,7.6996E6,,1.3764E6,,1,1,9,12,0,3,0,,174923,TCONS_00019878.p1   chr11:78264497-78284213(+)
1074,1742,ENSMUSP00000090884.5|ENSMUST00000093193.11|ENSMUSG00000020143.15|OTTMUSG00000005408.3|OTTMUST00000012054.2|Dock2-201|Dock2|1828,24.77,0,0,0,0,0,0,1.1771E5,,,,,1,1,2,0,0,0,0,Oxidation (M),211702,ENSMUSP00000090884.5|ENSMUST00000093193.11|ENSMUSG00000020143.15|OTTMUSG00000005408.3|OTTMUST00000012054.2|Dock2-201|Dock2|1828
668,4331,ENSMUST00000139142.1|ENSMUSG00000035399.12|OTTMUSG00000001066.3|OTTMUST00000038412.1|Oser1-205|Oser1|773|processed_transcript|,24.77,4,4,0,0,4,4,1.2189E6,,,1.0197E6,5.2697E5,1,1,3,0,0,4,1,,19489,ENSMUST00000139142.1|ENSMUSG00000035399.12|OTTMUSG00000001066.3|OTTMUST00000038412.1|Oser1-205|Oser1|773|processed_transcript|
668,4341,ENSMUST00000140454.7|ENSMUSG00000035399.12|OTTMUSG00000001066.3|OTTMUST00000002113.1|Oser1-206|Oser1|877|processed_transcript|,24.77,3,3,0,0,3,3,1.2189E6,,,1.0197E6,5.2697E5,1,1,3,0,0,4,1,,26572,ENSMUST00000140454.7|ENSMUSG00000035399.12|OTTMUSG00000001066.3|OTTMUST00000002113.1|Oser1-206|Oser1|877|processed_transcript|
668,4347,ENSMUSP00000039190.3|ENSMUST00000046908.9|ENSMUSG00000035399.12|OTTMUSG00000001066.3|OTTMUST00000002112.1|Oser1-201|Oser1|291,24.77,3,3,0,0,3,3,1.2189E6,,,1.0197E6,5.2697E5,1,1,3,0,0,4,1,,32011,ENSMUSP00000039190.3|ENSMUST00000046908.9|ENSMUSG00000035399.12|OTTMUSG00000001066.3|OTTMUST00000002112.1|Oser1-201|Oser1|291
364,1462,ENSMUSP00000024123.4|ENSMUST00000024123.8|ENSMUSG00000023353.14|OTTMUSG00000053658.2|OTTMUST00000133661.1|Agap3-201|Agap3|910,24.75,1,1,1,0,1,1,4.1379E5,1.535E6,,1.54E6,4.6116E6,1,1,3,3,0,6,7,,97695,ENSMUSP00000024123.4|ENSMUST00000024123.8|ENSMUSG00000023353.14|OTTMUSG00000053658.2|OTTMUST00000133661.1|Agap3-201|Agap3|910
364,1647,TCONS_00103733.p1,24.75,1,1,1,0,1,1,4.1379E5,1.535E6,,1.54E6,4.6116E6,1,1,3,3,0,6,7,,83495,TCONS_00103733.p1   chr5:24452336-24501603(+)
364,5393,ENSMUSP00000142875.1|ENSMUST00000197513.1|ENSMUSG00000023353.14|OTTMUSG00000053658.2|OTTMUST00000133664.1|Agap3-202|Agap3|445,24.75,2,2,2,0,2,2,4.1379E5,1.535E6,,1.54E6,4.6116E6,1,1,3,3,0,6,7,,48747,ENSMUSP00000142875.1|ENSMUST00000197513.1|ENSMUSG00000023353.14|OTTMUSG00000053658.2|OTTMUST00000133664.1|Agap3-202|Agap3|445
1395,2200,ENSMUSP00000135173.1|ENSMUST00000176511.7|ENSMUSG00000006720.16|OTTMUSG00000000453.2|OTTMUST00000110689.1|Zfp184-205|Zfp184|737,24.75,1,1,0,0,0,0,1.1394E5,,,,,1,1,1,0,0,0,0,,84027,ENSMUSP00000135173.1|ENSMUST00000176511.7|ENSMUSG00000006720.16|OTTMUSG00000000453.2|OTTMUST00000110689.1|Zfp184-205|Zfp184|737
1395,6406,ENSMUSP00000135102.1|ENSMUST00000152258.8|ENSMUSG00000006720.16|OTTMUSG00000000453.2|OTTMUST00000110690.1|Zfp184-203|Zfp184|99,24.75,9,9,0,0,0,0,1.1394E5,,,,,1,1,1,0,0,0,0,,11172,ENSMUSP00000135102.1|ENSMUST00000152258.8|ENSMUSG00000006720.16|OTTMUSG00000000453.2|OTTMUST00000110690.1|Zfp184-203|Zfp184|99
1395,6569,ENSMUSP00000135404.1|ENSMUST00000176580.7|ENSMUSG00000006720.16|OTTMUSG00000000453.2|OTTMUST00000001034.2|Zfp184-206|Zfp184|84,24.75,11,11,0,0,0,0,1.1394E5,,,,,1,1,1,0,0,0,0,,9699,ENSMUSP00000135404.1|ENSMUST00000176580.7|ENSMUSG00000006720.16|OTTMUSG00000000453.2|OTTMUST00000001034.2|Zfp184-206|Zfp184|84
1503,17754,ENSMUSP00000034097.7|ENSMUST00000034097.7|ENSMUSG00000031672.8|OTTMUSG00000016488.2|OTTMUST00000039785.1|Got2-201|Got2|430,24.74,3,0,0,0,3,0,,,,0,,1,1,0,0,0,1,0,,47411,ENSMUSP00000034097.7|ENSMUST00000034097.7|ENSMUSG00000031672.8|OTTMUSG00000016488.2|OTTMUST00000039785.1|Got2-201|Got2|430
150,1617,TCONS_00107931.p1,24.72,1,1,1,0,1,1,2.7462E7,1.799E6,,6.8287E6,1.1482E8,1,1,8,2,0,8,33,,63188,TCONS_00107931.p1   chr5:143817831-143901889(+)
150,1619,ENSMUSP00000098056.4|ENSMUST00000100487.5|ENSMUSG00000029613.15|OTTMUSG00000025503.3|OTTMUST00000062772.3|Eif2ak1-201|Eif2ak1|619,24.72,1,1,1,0,1,1,2.7462E7,1.799E6,,6.8287E6,1.1482E8,1,1,8,2,0,8,33,,69702,ENSMUSP00000098056.4|ENSMUST00000100487.5|ENSMUSG00000029613.15|OTTMUSG00000025503.3|OTTMUST00000062772.3|Eif2ak1-201|Eif2ak1|619
150,4566,TCONS_00107930.p1,24.72,2,2,2,0,2,2,2.7462E7,1.799E6,,6.8287E6,1.1482E8,1,1,8,2,0,8,33,,43388,TCONS_00107930.p1   chr5:143882229-143901889(+)
